sample_name,cluster
HGDP01183,East_Asia_America_Oceanic
HGDP00774,East_Asia_America_Oceanic
HGDP01349,East_Asia_America_Oceanic
HGDP01198,East_Asia_America_Oceanic
HGDP00751,East_Asia_America_Oceanic
HGDP00125,East_Asia_America_Oceanic
HGDP00099,East_Asia_America_Oceanic
HGDP01104,East_Asia_America_Oceanic
HGDP00948,East_Asia_America_Oceanic
Dus16,East_Asia_America_Oceanic
HGDP00974,East_Asia_America_Oceanic
HGDP01289,East_Asia_America_Oceanic
HGDP00791,East_Asia_America_Oceanic
HGDP01331,East_Asia_America_Oceanic
HGDP01103,East_Asia_America_Oceanic
HGDP00775,East_Asia_America_Oceanic
ND19394,East_Asia_America_Oceanic
HGDP01311,East_Asia_America_Oceanic
HGDP00764,East_Asia_America_Oceanic
HGDP01211,East_Asia_America_Oceanic
HGDP00717,East_Asia_America_Oceanic
HGDP00961,East_Asia_America_Oceanic
HGDP00967,East_Asia_America_Oceanic
Bishkek28440,East_Asia_America_Oceanic
HGDP00747,East_Asia_America_Oceanic
HGDP00110,East_Asia_America_Oceanic
HGDP00719,East_Asia_America_Oceanic
HGDP01194,East_Asia_America_Oceanic
HGDP00814,East_Asia_America_Oceanic
HGDP01293,East_Asia_America_Oceanic
HGDP00124,East_Asia_America_Oceanic
HGDP01206,East_Asia_America_Oceanic
HGDP01316,East_Asia_America_Oceanic
HGDP01315,East_Asia_America_Oceanic
HGDP00765,East_Asia_America_Oceanic
HGDP01306,East_Asia_America_Oceanic
HGDP00115,East_Asia_America_Oceanic
Nlk18,East_Asia_America_Oceanic
HGDP00767,East_Asia_America_Oceanic
Kusunda15,East_Asia_America_Oceanic
HGDP00748,East_Asia_America_Oceanic
HGDP00759,East_Asia_America_Oceanic
HGDP00753,East_Asia_America_Oceanic
Bu16,East_Asia_America_Oceanic
HGDP01180,East_Asia_America_Oceanic
Igor20,East_Asia_America_Oceanic
HGDP00968,East_Asia_America_Oceanic
HGDP01292,East_Asia_America_Oceanic
HGDP01203,East_Asia_America_Oceanic
HGDP00756,East_Asia_America_Oceanic
Nlk1,East_Asia_America_Oceanic
HGDP00819,East_Asia_America_Oceanic
HGDP01320,East_Asia_America_Oceanic
HGDP01215,East_Asia_America_Oceanic
HGDP00772,East_Asia_America_Oceanic
HGDP01314,East_Asia_America_Oceanic
Igor21,East_Asia_America_Oceanic
HGDP01216,East_Asia_America_Oceanic
HGDP00761,East_Asia_America_Oceanic
HGDP01218,East_Asia_America_Oceanic
HGDP00963,East_Asia_America_Oceanic
HGDP00100,East_Asia_America_Oceanic
HGDP01239,East_Asia_America_Oceanic
HGDP00104,East_Asia_America_Oceanic
NA00726,East_Asia_America_Oceanic
CHI-007,East_Asia_America_Oceanic
HGDP00786,East_Asia_America_Oceanic
HGDP00782,East_Asia_America_Oceanic
HGDP01099,East_Asia_America_Oceanic
HGDP01187,East_Asia_America_Oceanic
NA13604,East_Asia_America_Oceanic
HGDP00783,East_Asia_America_Oceanic
HGDP01023,East_Asia_America_Oceanic
HGDP01188,East_Asia_America_Oceanic
HGDP01351,East_Asia_America_Oceanic
HGDP01212,East_Asia_America_Oceanic
Mansi41,East_Asia_America_Oceanic
HGDP01181,East_Asia_America_Oceanic
HGDP00965,East_Asia_America_Oceanic
HGDP01225,East_Asia_America_Oceanic
HGDP01336,East_Asia_America_Oceanic
HGDP01244,East_Asia_America_Oceanic
HGDP01095,East_Asia_America_Oceanic
HGDP00757,East_Asia_America_Oceanic
HGDP01290,East_Asia_America_Oceanic
HGDP01345,East_Asia_America_Oceanic
HGDP01318,East_Asia_America_Oceanic
HGDP00768,East_Asia_America_Oceanic
HGDP01291,East_Asia_America_Oceanic
HGDP01321,East_Asia_America_Oceanic
HGDP00118,East_Asia_America_Oceanic
Ale22,East_Asia_America_Oceanic
HGDP01222,East_Asia_America_Oceanic
Ale20,East_Asia_America_Oceanic
HGDP00781,East_Asia_America_Oceanic
HGDP00863,East_Asia_America_Oceanic
HGDP00855,East_Asia_America_Oceanic
HGDP01012,East_Asia_America_Oceanic
NA11200,East_Asia_America_Oceanic
HGDP01047,East_Asia_America_Oceanic
mixe0002,East_Asia_America_Oceanic
HGDP00708,East_Asia_America_Oceanic
HGDP00864,East_Asia_America_Oceanic
HGDP00865,East_Asia_America_Oceanic
HGDP00862,East_Asia_America_Oceanic
HGDP01001,East_Asia_America_Oceanic
HGDP01014,East_Asia_America_Oceanic
HGDP00995,East_Asia_America_Oceanic
HGDP00843,East_Asia_America_Oceanic
HGDP00858,East_Asia_America_Oceanic
HGDP01059,East_Asia_America_Oceanic
HGDP00860,East_Asia_America_Oceanic
HGDP00877,East_Asia_America_Oceanic
HGDP00872,East_Asia_America_Oceanic
HGDP00845,East_Asia_America_Oceanic
HGDP00856,East_Asia_America_Oceanic
HGDP00710,East_Asia_America_Oceanic
zapo0099,East_Asia_America_Oceanic
mixe0007,East_Asia_America_Oceanic
mixa0105,East_Asia_America_Oceanic
HGDP00849,East_Asia_America_Oceanic
HGDP00857,East_Asia_America_Oceanic
HGDP01053,East_Asia_America_Oceanic
HGDP00854,East_Asia_America_Oceanic
HGDP01010,East_Asia_America_Oceanic
Peru60,East_Asia_America_Oceanic
HGDP00859,East_Asia_America_Oceanic
HGDP01050,East_Asia_America_Oceanic
HGDP01009,East_Asia_America_Oceanic
HGDP00837,East_Asia_America_Oceanic
TGBS21,East_Asia_America_Oceanic
HGDP01037,East_Asia_America_Oceanic
HGDP01056,East_Asia_America_Oceanic
HGDP00868,East_Asia_America_Oceanic
HGDP01041,East_Asia_America_Oceanic
HGDP00875,East_Asia_America_Oceanic
HGDP00873,East_Asia_America_Oceanic
HGDP00704,East_Asia_America_Oceanic
HGDP00869,East_Asia_America_Oceanic
HGDP01015,East_Asia_America_Oceanic
HGDP00999,East_Asia_America_Oceanic
mixa0099,East_Asia_America_Oceanic
HGDP01043,East_Asia_America_Oceanic
HGDP01057,East_Asia_America_Oceanic
HGDP01051,East_Asia_America_Oceanic
zapo0098,East_Asia_America_Oceanic
HGDP00970,East_Asia_America_Oceanic
HGDP00846,East_Asia_America_Oceanic
HGDP00852,East_Asia_America_Oceanic
HGDP01019,East_Asia_America_Oceanic
HGDP01055,East_Asia_America_Oceanic
HGDP01060,East_Asia_America_Oceanic
HGDP01013,East_Asia_America_Oceanic
HGDP00870,East_Asia_America_Oceanic
HGDP01044,East_Asia_America_Oceanic
HGDP00832,East_Asia_America_Oceanic
HGDP01006,East_Asia_America_Oceanic
HGDP00861,East_Asia_America_Oceanic
NA11201,East_Asia_America_Oceanic
HGDP01018,East_Asia_America_Oceanic
HGDP00876,East_Asia_America_Oceanic
HGDP00871,East_Asia_America_Oceanic
HGDP00706,East_Asia_America_Oceanic
HGDP01058,East_Asia_America_Oceanic
HGDP00838,East_Asia_America_Oceanic
HGDP00703,East_Asia_America_Oceanic
mixe0042,East_Asia_America_Oceanic
HGDP00702,East_Asia_America_Oceanic
HGDP00546,East_Asia_America_Oceanic
IHW9118,East_Asia_America_Oceanic
HGDP00788,East_Asia_America_Oceanic
HGDP00787,East_Asia_America_Oceanic
HGDP00556,East_Asia_America_Oceanic
IHW9193,East_Asia_America_Oceanic
HGDP00550,East_Asia_America_Oceanic
HGDP00656,East_Asia_America_Oceanic
HGDP00551,East_Asia_America_Oceanic
HGDP00823,East_Asia_America_Oceanic
HGDP01027,East_Asia_America_Oceanic
HGDP00545,East_Asia_America_Oceanic
HGDP00544,East_Asia_America_Oceanic
HGDP00655,East_Asia_America_Oceanic
HGDP00540,East_Asia_America_Oceanic
HGDP00549,East_Asia_America_Oceanic
HGDP00662,East_Asia_America_Oceanic
HGDP00553,East_Asia_America_Oceanic
HGDP00542,East_Asia_America_Oceanic
HGDP00661,East_Asia_America_Oceanic
HGDP00664,East_Asia_America_Oceanic
HGDP00491,East_Asia_America_Oceanic
HGDP00660,East_Asia_America_Oceanic
HGDP00490,East_Asia_America_Oceanic
HGDP00548,East_Asia_America_Oceanic
HGDP00554,East_Asia_America_Oceanic
HGDP00552,East_Asia_America_Oceanic
HGDP00541,East_Asia_America_Oceanic
HGDP00555,East_Asia_America_Oceanic
HGDP00663,East_Asia_America_Oceanic
HGDP00547,East_Asia_America_Oceanic
HGDP00543,East_Asia_America_Oceanic
HGDP00798,MIX
HGDP00205,MIX
HGDP00628,MIX
HGDP00668,MIX
HGDP00684,MIX
HGDP00239,MIX
HGDP00328,MIX
HGDP00070,MIX
HGDP00309,MIX
HGDP01400,MIX
K1,MIX
HGDP01361,MIX
HGDP00806,MIX
HGDP00068,MIX
HGDP01268,MIX
I3,MIX
NorthOssetia5,MIX
HGDP01267,MIX
HGDP00599,MIX
HGDP01166,MIX
HGDP00900,MIX
HGDP00031,MIX
HGDP00666,MIX
HGDP00591,MIX
HGDP01167,MIX
HGDP00017,MIX
HGDP01358,MIX
HGDP00730,MIX
HGDP01371,MIX
HGDP01152,MIX
HGDP01378,MIX
HGDP00620,MIX
HGDP00613,MIX
HGDP00037,MIX
HGDP01403,MIX
HGDP01171,MIX
HGDP00643,MIX
HGDP00563,MIX
HGDP01375,MIX
HGDP00150,MIX
HGDP00412,MIX
HGDP00598,MIX
HGDP00027,MIX
HGDP01076,MIX
Jordan214,MIX
HGDP00129,MIX
HGDP00013,MIX
HGDP00351,MIX
HGDP00631,MIX
HGDP01164,MIX
HGDP00513,MIX
HGDP00637,MIX
abh107,MIX
HGDP01382,MIX
KD4,MIX
HGDP01367,MIX
HGDP01266,MIX
HGDP00179,MIX
HGDP01357,MIX
HGDP00803,MIX
HGDP00531,MIX
HGDP00692,MIX
HGDP00574,MIX
HGDP01380,MIX
HGDP00530,MIX
HGDP01258,MIX
HGDP00614,MIX
HGDP00258,MIX
HGDP00583,MIX
HGDP00359,MIX
HGDP01077,MIX
HGDP00895,MIX
HGDP01070,MIX
HGDP00254,MIX
B11,MIX
HGDP01177,MIX
NA15203,MIX
HGDP01280,MIX
HGDP00049,MIX
HGDP00649,MIX
HGDP01262,MIX
HGDP01376,MIX
HGDP01149,MIX
BulgarianC1,MIX
HGDP00149,MIX
IraqiJew1771,MIX
HGDP00679,MIX
HGDP00005,MIX
HGDP00524,MIX
HGDP00058,MIX
HGDP00311,MIX
HGDP00035,MIX
SAH31,MIX
HGDP00735,MIX
HGDP00616,MIX
HGDP00206,MIX
HGDP00697,MIX
Sam02,MIX
abh100,MIX
HGDP00130,MIX
HGDP00140,MIX
HGDP00645,MIX
HGDP01368,MIX
HGDP00897,MIX
HGDP00727,MIX
HGDP00889,MIX
HGDP00629,MIX
HGDP00691,MIX
HGDP00671,MIX
HGDP00670,MIX
YemeniteJew5433,MIX
iran17,MIX
HGDP00175,MIX
HGDP00445,MIX
HGDP00141,MIX
HGDP00527,MIX
HGDP00588,MIX
HGDP01256,MIX
HGDP00737,MIX
HGDP00884,MIX
HGDP00074,MIX
HGDP00533,MIX
HGDP00392,MIX
HGDP00011,MIX
HGDP00627,MIX
HGDP00218,MIX
HGDP00612,MIX
HGDP00213,MIX
HGDP00241,MIX
HGDP00808,MIX
HGDP01373,MIX
HGDP00893,MIX
HGDP00078,MIX
HGDP00883,MIX
HGDP00699,MIX
HGDP00376,MIX
HGDP00529,MIX
HGDP01383,MIX
HGDP00041,MIX
HGDP00397,MIX
HGDP01398,MIX
HGDP00094,MIX
HGDP01079,MIX
HGDP01064,MIX
HGDP00515,MIX
NOR111,MIX
HGDP01264,MIX
HGDP00226,MIX
HGDP01071,MIX
HGDP00600,MIX
HGDP00560,MIX
HGDP00321,MIX
HGDP00146,MIX
HGDP00388,MIX
HGDP00285,MIX
HGDP00538,MIX
HGDP00689,MIX
HGDP00898,MIX
HGDP00886,MIX
HGDP00732,MIX
HGDP00230,MIX
HGDP00667,MIX
HGDP00741,MIX
HGDP00341,MIX
HGDP00630,MIX
Utsa21,MIX
HGDP00511,MIX
HGDP00636,MIX
HGDP00805,MIX
HGDP01172,MIX
HGDP00604,MIX
HGDP00619,MIX
HGDP00019,MIX
HGDP01168,MIX
R3,MIX
HGDP00677,MIX
HGDP00372,MIX
HGDP00330,MIX
HGDP01157,MIX
tdj430_shugnan,MIX
HGDP00526,MIX
HGDP00136,MIX
HGDP00595,MIX
HGDP00646,MIX
HGDP00796,MIX
Armenian222,MIX
HGDP00558,MIX
HGDP00745,MIX
HGDP00561,MIX
HGDP00522,MIX
HGDP00092,MIX
ALB212,MIX
HGDP00181,MIX
HGDP00304,MIX
HGDP00214,MIX
HGDP00567,MIX
HGDP00302,MIX
HGDP00901,MIX
HGDP00882,MIX
HGDP00512,MIX
HGDP00680,MIX
HGDP00517,MIX
HGDP01065,MIX
HGDP00736,MIX
HGDP00698,MIX
mg31,MIX
AV-21,MIX
HGDP00333,MIX
HGDP00025,MIX
HGDP00804,MIX
HGDP00407,MIX
HGDP00319,MIX
HGDP00722,MIX
NA15728,MIX
HGDP01255,MIX
HGDP01067,MIX
HGDP01369,MIX
HGDP00740,MIX
HGDP00064,MIX
HGDP00098,MIX
HGDP00634,MIX
HGDP00584,MIX
HGDP00520,MIX
HGDP00428,MIX
HGDP00611,MIX
HGDP00638,MIX
HGDP01271,MIX
HGDP00224,MIX
HGDP00581,MIX
HGDP00632,MIX
HGDP00135,MIX
HGDP00676,MIX
HGDP01174,MIX
HGDP00243,MIX
HGDP00281,MIX
HGDP00248,MIX
K4,MIX
HGDP00726,MIX
HGDP00023,MIX
HGDP00208,MIX
HGDP00582,MIX
HGDP00635,MIX
HGDP01275,MIX
HGDP00903,MIX
HGDP01276,MIX
NA15202,MIX
HGDP00534,MIX
HGDP00244,MIX
HGDP00277,MIX
HGDP00274,MIX
HGDP00167,MIX
HGDP01261,MIX
HGDP00001,MIX
HGDP00894,MIX
HGDP01379,MIX
HGDP00794,MIX
BulgarianB4,MIX
I1,MIX
HGDP00155,MIX
HGDP00890,MIX
HGDP00580,MIX
HGDP01374,MIX
HGDP00518,MIX
HGDP00642,MIX
HGDP00148,MIX
tdj409_shugnan,MIX
HGDP01068,MIX
HGDP00608,MIX
HGDP00615,MIX
B17,MIX
HGDP00688,MIX
HGDP00262,MIX
HGDP00879,MIX
HGDP00685,MIX
HGDP00131,MIX
HGDP00003,MIX
HGDP00701,MIX
HGDP00888,MIX
HGDP00185,MIX
HGDP01362,MIX
HGDP01063,MIX
HGDP01069,MIX
HGDP00228,MIX
HGDP00641,MIX
HGDP00199,MIX
HGDP01366,MIX
HGDP00566,MIX
HGDP00625,MIX
HGDP00163,MIX
HGDP00043,MIX
HGDP00571,MIX
HGDP00892,MIX
HGDP01397,MIX
HGDP00601,MIX
HGDP01263,MIX
NA15763,MIX
HGDP01253,MIX
Y4,MIX
HGDP00639,MIX
HGDP01359,MIX
IraqiJew4291,MIX
HGDP01370,MIX
HGDP00723,MIX
HGDP01161,MIX
HGDP00290,MIX
HGDP00143,MIX
HGDP01269,MIX
HGDP00090,MIX
HGDP00623,MIX
HGDP00139,MIX
HGDP00191,MIX
Kayseri24424,MIX
HGDP00678,MIX
lez42,MIX
HGDP00577,MIX
HGDP01254,MIX
HGDP00151,MIX
HGDP00444,MIX
HGDP01260,MIX
HGDP00356,MIX
Utsa22,MIX
Y8,MIX
HGDP00525,MIX
HGDP00696,MIX
armenia293,MIX
HGDP01074,MIX
HGDP01156,MIX
HGDP00672,MIX
HGDP00251,MIX
HGDP00177,MIX
HGDP00594,MIX
HGDP00673,MIX
HGDP00690,MIX
HGDP00568,MIX
HGDP00216,MIX
HGDP00364,MIX
HGDP00686,MIX
HGDP00609,MIX
HGDP00009,MIX
HGDP01381,MIX
HGDP00562,MIX
HGDP01364,MIX
HGDP00056,MIX
HGDP00288,MIX
HGDP00565,MIX
HGDP00618,MIX
HGDP00669,MIX
NorthOssetia12,MIX
HGDP01282,MIX
HGDP01404,MIX
HGDP00682,MIX
HGDP00575,MIX
HGDP01169,MIX
HGDP00039,MIX
HGDP00047,MIX
HGDP00569,MIX
HGDP00650,MIX
HGDP00572,MIX
HGDP00640,MIX
HGDP00810,MIX
HGDP01273,MIX
HGDP01372,MIX
HGDP00144,MIX
HGDP01173,MIX
HGDP00171,MIX
HGDP00573,MIX
HGDP00733,MIX
HGDP00237,MIX
HGDP00885,MIX
HGDP00279,MIX
lez49,MIX
HGDP00183,MIX
HGDP00607,MIX
HGDP00902,MIX
ch113,MIX
HGDP00624,MIX
HGDP01257,MIX
HGDP01384,MIX
HGDP00597,MIX
iran11,MIX
HGDP01274,MIX
HGDP00724,MIX
HGDP01363,MIX
HGDP00729,MIX
HGDP00675,MIX
HGDP00899,MIX
HGDP00687,MIX
HGDP00644,MIX
HGDP00157,MIX
Jordan603,MIX
HGDP00054,MIX
HGDP00346,MIX
HGDP01259,MIX
TZ-11,MIX
HGDP00693,MIX
HGDP00045,MIX
Est375,MIX
HGDP00694,MIX
HGDP00072,MIX
HGDP00539,MIX
HGDP00307,MIX
YemeniteJew4695,MIX
HGDP01265,MIX
HGDP01073,MIX
HGDP00286,MIX
HGDP00371,MIX
HGDP00173,MIX
HGDP01078,MIX
HGDP00057,MIX
HGDP00880,MIX
HGDP00674,MIX
HGDP00610,MIX
HGDP01365,MIX
HGDP00222,MIX
HGDP00187,MIX
HGDP00746,MIX
HGDP00062,MIX
HGDP00896,MIX
HGDP01153,MIX
M4,MIX
HGDP01163,MIX
HGDP01387,MIX
HGDP00438,MIX
HGDP00536,MIX
HGDP00197,MIX
HGDP00060,MIX
HGDP00313,MIX
HGDP00744,MIX
NA17377,MIX
HGDP01402,MIX
HGDP01396,MIX
HGDP00201,MIX
HGDP00891,MIX
HGDP00315,MIX
HGDP01155,MIX
HGDP00738,MIX
HGDP00725,MIX
HGDP00298,MIX
HGDP01272,MIX
HGDP00519,MIX
HGDP00158,MIX
HGDP00192,MIX
HGDP01388,MIX
HGDP01401,MIX
HGDP00080,MIX
HGDP00626,MIX
HGDP00133,MIX
HGDP01075,MIX
HGDP00799,MIX
HGDP00731,MIX
HGDP00557,MIX
HGDP00739,MIX
HGDP01072,MIX
HGDP00622,MIX
HGDP01386,MIX
HGDP00402,MIX
HGDP00029,MIX
HGDP00137,MIX
HGDP00654,MIX
SAH41,MIX
HGDP00516,MIX
HGDP00015,MIX
HGDP01162,MIX
HGDP00795,MIX
NA17374,MIX
HGDP00535,MIX
HGDP01385,MIX
HGDP00189,MIX
HGDP00066,MIX
HGDP00700,MIX
HGDP00082,MIX
HGDP00382,MIX
HGDP01062,MIX
HGDP00160,MIX
HGDP00576,MIX
HGDP00086,MIX
HGDP01277,MIX
HGDP00537,MIX
HGDP00234,MIX
HGDP00800,MIX
HGDP00590,MIX
HGDP00021,MIX
HGDP00528,MIX
HGDP01279,MIX
NA15761,MIX
HGDP01399,MIX
HGDP00007,MIX
HGDP00651,MIX
R6,MIX
HGDP01377,MIX
HGDP00881,MIX
HGDP01151,MIX
HGDP00564,MIX
HGDP00423,MIX
HGDP00161,MIX
HGDP00153,MIX
Est400,MIX
HGDP00647,MIX
HGDP00807,MIX
HGDP00586,MIX
HGDP01360,MIX
HGDP00433,MIX
HGDP00259,MIX
HGDP00195,MIX
HGDP00210,MIX
HGDP01066,MIX
HGDP00578,MIX
HGDP00076,MIX
HGDP00033,MIX
HGDP00169,MIX
HGDP00323,MIX
HGDP00145,MIX
HGDP00417,MIX
HGDP00326,MIX
HGDP00232,MIX
HGDP00052,MIX
HGDP00134,MIX
mg27,MIX
HGDP00247,MIX
HGDP00587,MIX
HGDP00338,MIX
HGDP00579,MIX
HGDP00165,MIX
HGDP00088,MIX
Jordan445,MIX
HGDP00523,MIX
HGDP00264,MIX
HGDP00602,MIX
HGDP00096,MIX
HGDP00648,MIX
HGDP00734,MIX
HGDP00606,MIX
HGDP00802,MIX
HGDP00797,MIX
HGDP00653,MIX
ND15865,MIX
HGDP00683,MIX
HGDP00559,MIX
HGDP00514,MIX
HGDP00154,MIX
Kayseri23827,MIX
HG03007,South_Asia.1
HG03006,South_Asia.1
HG03009,South_Asia.1
HG03008,South_Asia.1
HG03617,South_Asia.1
HG03585,South_Asia.1
HG03600,South_Asia.1
HG03605,South_Asia.1
HG03787,South_Asia.1
HG03794,South_Asia.1
HG03799,South_Asia.1
HG03802,South_Asia.1
HG03807,South_Asia.1
HG03732,South_Asia.1
HG03744,South_Asia.1
HG03756,South_Asia.1
HG03869,South_Asia.1
HG03871,South_Asia.1
HG03888,South_Asia.1
HG03890,South_Asia.1
HG03895,South_Asia.1
HG03643,South_Asia.1
HG03589,South_Asia.1
HG03679,South_Asia.1
HG03596,South_Asia.1
HG03681,South_Asia.1
HG03713,South_Asia.1
HG03718,South_Asia.1
HG03720,South_Asia.1
HG03838,South_Asia.1
HG03857,South_Asia.1
HG03864,South_Asia.1
HG03770,South_Asia.1
HG03775,South_Asia.1
HG03604,South_Asia.1
HG03782,South_Asia.1
HG03611,South_Asia.1
HG03686,South_Asia.1
HG03616,South_Asia.1
HG03693,South_Asia.1
HG03779,South_Asia.1
HG03698,South_Asia.1
HG03781,South_Asia.1
HG03786,South_Asia.1
HG03814,South_Asia.1
HG03793,South_Asia.1
HG03821,South_Asia.1
HG03798,South_Asia.1
HG03826,South_Asia.1
HG03801,South_Asia.1
HG03833,South_Asia.1
HG03832,South_Asia.1
HG04076,South_Asia.1
HG03837,South_Asia.1
HG04090,South_Asia.1
HG03844,South_Asia.1
HG04115,South_Asia.1
HG03849,South_Asia.1
HG04122,South_Asia.1
HG03851,South_Asia.1
HG04127,South_Asia.1
HG03856,South_Asia.1
HG04134,South_Asia.1
HG03697,South_Asia.1
HG04204,South_Asia.1
HG04209,South_Asia.1
HG04211,South_Asia.1
HG03717,South_Asia.1
HG04216,South_Asia.1
HG03755,South_Asia.1
HG04228,South_Asia.1
HG04235,South_Asia.1
HG03774,South_Asia.1
HG03908,South_Asia.1
HG03910,South_Asia.1
HG03642,South_Asia.1
HG03915,South_Asia.1
HG03922,South_Asia.1
HG03863,South_Asia.1
HG04141,South_Asia.1
HG03868,South_Asia.1
HG04146,South_Asia.1
HG03870,South_Asia.1
HG04153,South_Asia.1
HG03875,South_Asia.1
HG04158,South_Asia.1
HG03882,South_Asia.1
HG04160,South_Asia.1
HG03887,South_Asia.1
HG03953,South_Asia.1
HG03673,South_Asia.1
HG03960,South_Asia.1
HG03680,South_Asia.1
HG03965,South_Asia.1
HG03685,South_Asia.1
HG03692,South_Asia.1
HG03977,South_Asia.1
HG03729,South_Asia.1
HG03989,South_Asia.1
HG03731,South_Asia.1
HG03991,South_Asia.1
HG03736,South_Asia.1
HG04002,South_Asia.1
HG03743,South_Asia.1
HG04014,South_Asia.1
HG03750,South_Asia.1
HG04019,South_Asia.1
HG03806,South_Asia.1
HG04026,South_Asia.1
HG04033,South_Asia.1
HG03825,South_Asia.1
HG04177,South_Asia.1
HG04063,South_Asia.1
HG04184,South_Asia.1
HG04070,South_Asia.1
HG04189,South_Asia.1
HG04075,South_Asia.1
HG04191,South_Asia.1
HG04094,South_Asia.1
HG03927,South_Asia.1
HG04099,South_Asia.1
HG03934,South_Asia.1
HG04107,South_Asia.1
HG03941,South_Asia.1
HG04038,South_Asia.1
HG03990,South_Asia.1
HG03995,South_Asia.1
HG04001,South_Asia.1
HG04006,South_Asia.1
HG04018,South_Asia.1
HG04020,South_Asia.1
HG03894,South_Asia.1
HG03899,South_Asia.1
HG03902,South_Asia.1
HG03907,South_Asia.1
HG03914,South_Asia.1
HG04195,South_Asia.1
HG04210,South_Asia.1
HG04215,South_Asia.1
HG04164,South_Asia.1
HG04171,South_Asia.1
HG04176,South_Asia.1
HG04183,South_Asia.1
HG04188,South_Asia.1
HG04133,South_Asia.1
HG04140,South_Asia.1
HG04152,South_Asia.1
HG04157,South_Asia.1
HG03919,South_Asia.1
HG03926,South_Asia.1
HG03940,South_Asia.1
HG03945,South_Asia.1
HG03969,South_Asia.1
HG03971,South_Asia.1
HG03976,South_Asia.1
HG04025,South_Asia.1
HG04056,South_Asia.1
HG04222,South_Asia.1
HG04227,South_Asia.1
HG04239,South_Asia.1
HG03012,South_Asia.1
HG03606,South_Asia.1
HG03593,South_Asia.1
HG03598,South_Asia.1
HG03714,South_Asia.1
HG03719,South_Asia.1
HG03721,South_Asia.1
HG03644,South_Asia.1
HG03595,South_Asia.1
HG03788,South_Asia.1
HG03603,South_Asia.1
HG03790,South_Asia.1
HG03615,South_Asia.1
HG03795,South_Asia.1
HG03803,South_Asia.1
HG03757,South_Asia.1
HG03771,South_Asia.1
HG03834,South_Asia.1
HG03846,South_Asia.1
HG03858,South_Asia.1
HG03808,South_Asia.1
HG03815,South_Asia.1
HG03682,South_Asia.1
HG03687,South_Asia.1
HG03694,South_Asia.1
HG03733,South_Asia.1
HG03738,South_Asia.1
HG03740,South_Asia.1
HG03745,South_Asia.1
HG03752,South_Asia.1
HG03872,South_Asia.1
HG03884,South_Asia.1
HG03812,South_Asia.1
HG04200,South_Asia.1
HG03817,South_Asia.1
HG04212,South_Asia.1
HG03824,South_Asia.1
HG04217,South_Asia.1
HG03829,South_Asia.1
HG03896,South_Asia.1
HG03831,South_Asia.1
HG03904,South_Asia.1
HG03836,South_Asia.1
HG03909,South_Asia.1
HG03911,South_Asia.1
HG03916,South_Asia.1
HG03711,South_Asia.1
HG03992,South_Asia.1
HG03716,South_Asia.1
HG04003,South_Asia.1
HG04015,South_Asia.1
HG03730,South_Asia.1
HG04022,South_Asia.1
HG03742,South_Asia.1
HG04161,South_Asia.1
HG03754,South_Asia.1
HG04173,South_Asia.1
HG04180,South_Asia.1
HG04185,South_Asia.1
HG03773,South_Asia.1
HG04192,South_Asia.1
HG03778,South_Asia.1
HG04135,South_Asia.1
HG03780,South_Asia.1
HG04142,South_Asia.1
HG03785,South_Asia.1
HG04147,South_Asia.1
HG03792,South_Asia.1
HG04159,South_Asia.1
HG03797,South_Asia.1
HG03928,South_Asia.1
HG03800,South_Asia.1
HG03930,South_Asia.1
HG03805,South_Asia.1
HG03942,South_Asia.1
HG03646,South_Asia.1
HG04039,South_Asia.1
HG03672,South_Asia.1
HG04060,South_Asia.1
HG03684,South_Asia.1
HG03947,South_Asia.1
HG03689,South_Asia.1
HG03973,South_Asia.1
HG03691,South_Asia.1
HG03978,South_Asia.1
HG03696,South_Asia.1
HG03985,South_Asia.1
HG04096,South_Asia.1
HG03848,South_Asia.1
HG03850,South_Asia.1
HG03862,South_Asia.1
HG03867,South_Asia.1
HG04036,South_Asia.1
HG04062,South_Asia.1
HG04093,South_Asia.1
HG04098,South_Asia.1
HG04106,South_Asia.1
HG04118,South_Asia.1
HG04132,South_Asia.1
HG04175,South_Asia.1
HG04182,South_Asia.1
HG04187,South_Asia.1
HG04194,South_Asia.1
HG04199,South_Asia.1
HG03925,South_Asia.1
HG03937,South_Asia.1
HG03944,South_Asia.1
HG03949,South_Asia.1
HG03999,South_Asia.1
HG04017,South_Asia.1
HG04029,South_Asia.1
HG03874,South_Asia.1
HG03886,South_Asia.1
HG03898,South_Asia.1
HG04144,South_Asia.1
HG04149,South_Asia.1
HG04151,South_Asia.1
HG04156,South_Asia.1
HG03906,South_Asia.1
HG03913,South_Asia.1
HG03920,South_Asia.1
HG03951,South_Asia.1
HG03963,South_Asia.1
HG03968,South_Asia.1
HG04229,South_Asia.1
HG04202,South_Asia.1
HG04214,South_Asia.1
HG04219,South_Asia.1
HG04238,South_Asia.1
HG03607,South_Asia.1
HG03594,South_Asia.1
HG03683,South_Asia.1
HG03688,South_Asia.1
HG03690,South_Asia.1
HG03695,South_Asia.1
HG03645,South_Asia.1
HG03722,South_Asia.1
HG03727,South_Asia.1
HG03741,South_Asia.1
HG03746,South_Asia.1
HG03753,South_Asia.1
HG03760,South_Asia.1
HG03772,South_Asia.1
HG03777,South_Asia.1
HG03809,South_Asia.1
