Sample name,Biosample ID,Universal_ID,Population elastic IDs,Population name,Population description,Superpopulation name,Population latitude,Population longitude,Color
NA18579,SAME123742,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
HG02678,SAME1839477,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
HG03906,SAME1839512,BEB,BEB;BengaliSGDP,Bengali,Bengali in Bangladesh,South Asia,23.7,90.35,#FFA500
NA18593,SAME123720,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
HG02680,SAME1839308,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
HG03913,SAME1839216,BEB,BEB;BengaliSGDP,Bengali,Bengali in Bangladesh,South Asia,23.7,90.35,#FFA500
NA12273,SAME123256,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02685,SAME1839286,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
HG03920,SAME1839093,BEB,BEB;BengaliSGDP,Bengali,Bengali in Bangladesh,South Asia,23.7,90.35,#FFA500
NA12329,SAME123531,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02692,SAME1839078,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
HG03951,SAME1840239,STU,STU,Tamil,Sri Lankan Tamil in the UK,South Asia,52.486243,-1.890401,#FFA500
NA12336,SAME125068,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02697,SAME1839142,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
HG03963,SAME1840055,ITU,ITU,Telugu,Indian Telugu in the UK,South Asia,52.486243,-1.890401,#FFA500
NA12343,SAME125156,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02700,SAME1840159,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
HG03968,SAME1840077,ITU,ITU,Telugu,Indian Telugu in the UK,South Asia,52.486243,-1.890401,#FFA500
NA12348,SAME125163,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02717,SAME1839976,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
NA12386,SAME124386,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02724,SAME1839740,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
NA18521,SAME123566,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA12413,SAME124055,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02729,SAME1839715,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
NA18526,SAME124673,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
NA12716,SAME123912,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02731,SAME1839886,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
NA18533,SAME124481,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
NA12761,SAME124466,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02464,SAME1839978,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
NA18538,SAME123774,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
NA18865,SAME124902,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG02471,SAME1839741,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
NA18545,SAME124266,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
NA18872,SAME125099,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG02476,SAME1839717,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
NA18552,SAME124089,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
NA18877,SAME125104,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG02490,SAME1839625,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
NA18557,SAME124092,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
NA18909,SAME123561,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG02495,SAME1839694,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
NA18564,SAME123921,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
NA18911,SAME123401,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG02558,SAME1840057,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
NA18571,SAME123740,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
NA18916,SAME123408,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG02572,SAME1839570,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
NA18923,SAME123205,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG02577,SAME1839642,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
NA18595,SAME123228,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
NA18930,SAME123040,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG02584,SAME1839425,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
NA18603,SAME124875,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
NA18935,SAME123035,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG02589,SAME1839401,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
NA18608,SAME124779,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
NA18942,SAME124308,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HG02596,SAME1839201,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
NA18610,SAME123222,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
NA18947,SAME124313,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA18615,SAME123653,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
NA18954,SAME124108,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HG02351,SAME1840284,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
NA18622,SAME125260,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
NA18959,SAME124115,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HG02356,SAME1840261,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
NA18627,SAME124106,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
NA18961,SAME123957,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA10863,SAME125132,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA18966,SAME123962,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HG02375,SAME1840244,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
NA11830,SAME124553,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA18973,SAME123761,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HG02508,SAME1839334,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
NA11892,SAME123045,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA18978,SAME123760,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HG02522,SAME1840326,KHV,KHV;KinhSGDP,Kinh Vietnamese,"Kinh in Ho Chi Minh City, Vietnam",East Asia,10.78,106.68,#008000
NA11917,SAME122838,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA18980,SAME123527,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HG02541,SAME1840214,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
NA11931,SAME125096,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA18985,SAME123413,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HG02546,SAME1839932,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
NA11993,SAME123965,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA18992,SAME124983,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HG02382,SAME1840025,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
NA12004,SAME125144,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA18997,SAME124898,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA12155,SAME124955,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA19003,SAME124480,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HG02394,SAME123305,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
NA12249,SAME125371,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA19010,SAME123989,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HG02399,SAME1839842,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
NA12275,SAME125263,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG04229,SAME1839165,STU,STU,Tamil,Sri Lankan Tamil in the UK,South Asia,52.486243,-1.890401,#FFA500
HG02402,SAME1839412,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
NA12282,SAME124640,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02407,SAME1839464,CDX,CDX,Dai Chinese,"Chinese Dai in Xishuangbanna, China",East Asia,22.0,100.78,#008000
NA12287,SAME124641,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA06985,SAME124762,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02419,SAME1839244,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
NA12340,SAME125157,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA06997,SAME124930,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02433,SAME1839175,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
NA12376,SAME123275,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA07022,SAME125336,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02445,SAME1840341,ACB,ACB,Africa Caribbean,Africa Caribbean in Barbados,Africa,13.1,-59.62,#800080
NA12383,SAME124384,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA07034,SAME122863,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02786,SAME1840292,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
NA12489,SAME125358,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA10859,SAME124937,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02793,SAME1840415,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
NA12718,SAME124454,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA10861,SAME125130,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02798,SAME1840387,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
NA12749,SAME124828,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA11840,SAME125139,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02806,SAME1840079,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
NA12751,SAME123515,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA12045,SAME123211,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02813,SAME1839841,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
NA12763,SAME123872,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA12057,SAME123415,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02818,SAME1839810,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
NA12775,SAME124257,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA12146,SAME124158,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02820,SAME1839591,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
NA12802,SAME122828,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA07349,SAME123568,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02837,SAME1839422,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
NA12814,SAME123021,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA10830,SAME124548,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02851,SAME1839352,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
NA10835,SAME124547,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02983,SAME1840009,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
NA06994,SAME124931,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA10842,SAME124755,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG03006,SAME1840242,BEB,BEB;BengaliSGDP,Bengali,Bengali in Bangladesh,South Asia,23.7,90.35,#FFA500
NA07000,SAME124963,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA10847,SAME124757,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG03018,SAME1840053,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
NA07029,SAME125338,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA10854,SAME124933,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG03025,SAME1839711,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
NA07031,SAME122860,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA19027,SAME124850,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
HG02856,SAME1839327,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
NA07048,SAME124188,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA19041,SAME125241,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
HG02870,SAME1840320,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
NA07055,SAME124767,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
HG02882,SAME1840171,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
NA07346,SAME123571,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA19058,SAME125024,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HG02887,SAME1840147,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
NA07435,SAME124342,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA19060,SAME123007,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HG02938,SAME1839284,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA12864,SAME123191,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA19065,SAME123011,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HG02945,SAME1839075,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA12890,SAME124116,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA19072,SAME122822,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HG02736,SAME1839860,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
NA18487,SAME124098,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19077,SAME122818,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HG02762,SAME1839258,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
NA18499,SAME124059,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19084,SAME123364,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
HG02774,SAME1839028,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
NA18502,SAME125055,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19089,SAME123649,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA18507,SAME125060,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19091,SAME123174,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA18519,SAME124888,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19705,SAME124235,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
HG03049,SAME1839653,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
NA18634,SAME124697,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
NA19712,SAME124447,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
HG03056,SAME1839518,MSL,MSL;MendeSGDP,Mende,Mende in Sierra Leone,Africa,8.48,-13.23,#800080
NA18639,SAME124694,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
NA19717,SAME124451,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
HG03063,SAME1839226,MSL,MSL;MendeSGDP,Mende,Mende in Sierra Leone,Africa,8.48,-13.23,#800080
NA18641,SAME122979,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
NA19724,SAME124690,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
NA18646,SAME122978,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
NA19729,SAME124701,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
HG03114,SAME1839907,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA18747,SAME123916,CHB,CHB;HanHGDP;HanSGDP;NorthernHanHGDP,Han Chinese,"Han Chinese in Beijing, China",East Asia,39.916666,116.383333,#008000
NA19731,SAME124870,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
HG03119,SAME1839833,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
