Sample name,Biosample ID,Universal_ID,Population elastic IDs,Population name,Population description,Superpopulation name,Population latitude,Population longitude,Color
NA18855,SAME124735,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19748,SAME124729,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
HG03121,SAME1839563,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA18862,SAME125118,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19750,SAME123698,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
HG03126,SAME1839683,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA18867,SAME124904,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19755,SAME123695,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
HG02952,SAME1840275,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA18874,SAME125105,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19762,SAME123897,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
HG02964,SAME1840122,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA18879,SAME125108,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19147,SAME124613,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA18881,SAME125308,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19154,SAME124835,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG02971,SAME1840255,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA18906,SAME123562,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19159,SAME124716,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG02976,SAME1840223,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA18913,SAME123403,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19161,SAME123757,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG03133,SAME1839375,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA18925,SAME123203,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA18944,SAME124314,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA19173,SAME124421,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG03157,SAME1839083,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA18949,SAME124317,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA19185,SAME123858,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG03164,SAME1839121,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA18951,SAME124111,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA19197,SAME125309,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG03082,SAME1840316,MSL,MSL;MendeSGDP,Mende,Mende in Sierra Leone,Africa,8.48,-13.23,#800080
NA18956,SAME124110,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA19200,SAME122989,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG03099,SAME1840146,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA18963,SAME123959,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA19205,SAME122986,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG03234,SAME1839357,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
NA10837,SAME124546,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA19471,SAME123117,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
HG03239,SAME1839295,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
NA10851,SAME125317,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA19654,SAME123128,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
HG03241,SAME1839053,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
NA10856,SAME124935,CEU,CEU,CEPH,Utah residents (CEPH) with Northern and Western Europe,West Eurasia,40.767,-111.8904,#0000FF
NA19659,SAME123131,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
HG03246,SAME1839168,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
HG04202,SAME1839519,ITU,ITU,Telugu,Indian Telugu in the UK,South Asia,52.486243,-1.890401,#FFA500
NA19661,SAME122959,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
HG03258,SAME1840296,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
HG04214,SAME1839328,ITU,ITU,Telugu,Indian Telugu in the UK,South Asia,52.486243,-1.890401,#FFA500
NA19678,SAME122797,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
HG03260,SAME1840140,GWD,GWD,Gambian Mandinka,"Gambian in Western Division, The Gambia - Mandinka",Africa,13.454876,-16.579032,#800080
HG04219,SAME1839359,ITU,ITU,Telugu,Indian Telugu in the UK,South Asia,52.486243,-1.890401,#FFA500
NA19680,SAME122937,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
HG03265,SAME1840167,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
HG04238,SAME1840274,ITU,ITU,Telugu,Indian Telugu in the UK,South Asia,52.486243,-1.890401,#FFA500
NA19685,SAME122942,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
HG03518,SAME1840169,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA19199,SAME124050,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19700,SAME124233,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
HG03520,SAME1840186,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA19202,SAME122987,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19375,SAME125116,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
NA19207,SAME122984,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG03556,SAME1839553,MSL,MSL;MendeSGDP,Mende,Mende in Sierra Leone,Africa,8.48,-13.23,#800080
NA19214,SAME125386,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19394,SAME124489,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
HG03563,SAME1839421,MSL,MSL;MendeSGDP,Mende,Mende in Sierra Leone,Africa,8.48,-13.23,#800080
NA19221,SAME125221,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19399,SAME124498,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
NA19226,SAME125219,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19438,SAME123848,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
HG03479,SAME1839623,MSL,MSL;MendeSGDP,Mende,Mende in Sierra Leone,Africa,8.48,-13.23,#800080
NA19238,SAME124999,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19440,SAME122951,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
HG03486,SAME1839474,MSL,MSL;MendeSGDP,Mende,Mende in Sierra Leone,Africa,8.48,-13.23,#800080
NA19240,SAME123688,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19445,SAME122948,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
NA19452,SAME125414,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
NA19257,SAME123495,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19457,SAME125409,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
HG03366,SAME1840066,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA19308,SAME124985,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
HG03373,SAME1839720,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA19310,SAME123449,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
NA19224,SAME125217,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG03378,SAME1839743,MSL,MSL;MendeSGDP,Mende,Mende in Sierra Leone,Africa,8.48,-13.23,#800080
NA19031,SAME123543,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
NA19236,SAME125001,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG03380,SAME1839569,MSL,MSL;MendeSGDP,Mende,Mende in Sierra Leone,Africa,8.48,-13.23,#800080
NA19036,SAME124666,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
NA19248,SAME123681,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG03385,SAME1839594,MSL,MSL;MendeSGDP,Mende,Mende in Sierra Leone,Africa,8.48,-13.23,#800080
NA19043,SAME125243,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
HG03169,SAME1839148,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA19055,SAME125027,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA19318,SAME124753,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
NA19062,SAME123005,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA19320,SAME124570,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
NA19067,SAME123835,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA19332,SAME123723,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
HG03190,SAME1839984,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA19074,SAME122817,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA19351,SAME122854,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
HG03195,SAME1839919,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA19079,SAME122823,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA19914,SAME125273,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA19081,SAME123369,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA19919,SAME125276,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
HG03309,SAME1839520,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA19086,SAME123366,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA19921,SAME124712,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
HG03311,SAME1839206,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA19093,SAME123172,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19983,SAME123902,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
HG03342,SAME1840350,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA19098,SAME123633,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA20276,SAME123614,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
HG03354,SAME1840249,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA19101,SAME123955,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19315,SAME123310,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
HG03272,SAME1840199,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA19327,SAME123473,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
HG03291,SAME1839861,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA19334,SAME123722,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
NA19096,SAME123662,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG03296,SAME1839887,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA19346,SAME124341,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
HG03304,SAME1839490,ESN,ESN;EsanSGDP,Esan,Esan in Nigeria,Africa,9.06666,7.483333,#800080
NA19360,SAME124915,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
NA19109,SAME124544,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG03397,SAME1839400,MSL,MSL;MendeSGDP,Mende,Mende in Sierra Leone,Africa,8.48,-13.23,#800080
NA19372,SAME125100,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
NA19116,SAME124911,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19377,SAME124470,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
NA19123,SAME125013,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG03436,SAME1840120,MSL,MSL;MendeSGDP,Mende,Mende in Sierra Leone,Africa,8.48,-13.23,#800080
NA19384,SAME124272,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
NA19128,SAME125022,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19391,SAME124494,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
NA19130,SAME125229,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
HG03455,SAME1839766,MSL,MSL;MendeSGDP,Mende,Mende in Sierra Leone,Africa,8.48,-13.23,#800080
NA19142,SAME124610,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19404,SAME123637,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
NA19774,SAME124064,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
HG03607,SAME1840254,BEB,BEB;BengaliSGDP,Bengali,Bengali in Bangladesh,South Asia,23.7,90.35,#FFA500
NA19428,SAME124036,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
NA19779,SAME124061,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
HG03619,SAME1840064,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
NA19430,SAME123854,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
NA19781,SAME123146,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
NA19435,SAME123849,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
NA19786,SAME123149,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
HG03626,SAME1839723,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
NA19454,SAME125412,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
HG03633,SAME1839571,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
NA19461,SAME123298,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
NA19818,SAME124677,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA19466,SAME123294,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
NA19902,SAME125051,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
HG03575,SAME1839236,MSL,MSL;MendeSGDP,Mende,Mende in Sierra Leone,Africa,8.48,-13.23,#800080
NA19473,SAME123119,LWK,LuhyaSGDP;LWK,Luhya,Luhya in Kenya,Africa,1.3,36.8,#800080
NA20358,SAME124600,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
HG03582,SAME1839271,MSL,MSL;MendeSGDP,Mende,Mende in Sierra Leone,Africa,8.48,-13.23,#800080
NA19625,SAME123655,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA19649,SAME123442,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
NA20505,SAME124359,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
HG03594,SAME1839181,BEB,BEB;BengaliSGDP,Bengali,Bengali in Bangladesh,South Asia,23.7,90.35,#FFA500
NA19651,SAME123123,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
NA20512,SAME124560,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA19656,SAME123130,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
NA20517,SAME124557,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA19663,SAME122961,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
NA20524,SAME124016,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
HG03683,SAME1840325,STU,STU,Tamil,Sri Lankan Tamil in the UK,South Asia,52.486243,-1.890401,#FFA500
NA19670,SAME122795,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
NA20529,SAME124011,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
HG03688,SAME1840265,STU,STU,Tamil,Sri Lankan Tamil in the UK,South Asia,52.486243,-1.890401,#FFA500
NA19675,SAME122791,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
NA20531,SAME124170,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
HG03690,SAME1840365,STU,STU,Tamil,Sri Lankan Tamil in the UK,South Asia,52.486243,-1.890401,#FFA500
NA18968,SAME123953,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA20536,SAME124167,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
HG03695,SAME1840128,STU,STU,Tamil,Sri Lankan Tamil in the UK,South Asia,52.486243,-1.890401,#FFA500
NA18970,SAME123764,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA20543,SAME125149,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
HG03640,SAME1839621,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
NA18975,SAME123767,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA20581,SAME122859,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
HG03645,SAME1839641,STU,STU,Tamil,Sri Lankan Tamil in the UK,South Asia,52.486243,-1.890401,#FFA500
NA18982,SAME125073,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA20586,SAME122864,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
HG03652,SAME1839505,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
NA18987,SAME125070,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA20752,SAME124177,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA18994,SAME124897,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA20757,SAME124176,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
HG03669,SAME1839345,PJL,PJL;PunjabiSGDP,Punjabi,"Punjabi in Lahore, Pakistan",South Asia,31.554606,74.357158,#FFA500
NA18999,SAME124890,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA20764,SAME124368,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
HG03722,SAME1839664,ITU,ITU,Telugu,Indian Telugu in the UK,South Asia,52.486243,-1.890401,#FFA500
NA19000,SAME124477,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA20769,SAME124371,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
HG03727,SAME1839695,ITU,ITU,Telugu,Indian Telugu in the UK,South Asia,52.486243,-1.890401,#FFA500
NA19005,SAME124474,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
